,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Item_Outlet_Sales
1913,FDM13,6.425,Low Fat,0.063175326,Breakfast,131.2626,OUT046,1997,Small,Tier 1,Supermarket Type1,2113.8735030057005
1914,FDQ19,7.35,Regular,0.014446383,Fruits and Vegetables,242.9512,OUT017,2007,Medium,Tier 2,Supermarket Type1,3932.894321016351
1915,FDK56,12.695633368756642,Low Fat,0.227609738,Fruits and Vegetables,186.0898,OUT019,1985,Small,Tier 1,Grocery Store,997.0074863637274
1916,NCX06,17.6,LF,0.026256897,Household,182.6976,OUT010,1998,Medium,Tier 3,Grocery Store,1012.9820147782812
1917,FDO56,12.695633368756642,Regular,0.044764726,Fruits and Vegetables,118.8808,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.771673650345
1918,FDU45,15.6,Regular,0.035578149,Snack Foods,112.6518,OUT045,2002,Medium,Tier 2,Supermarket Type1,1891.2767505833745
1919,FDI16,12.695633368756642,Regular,0.237725726,Frozen Foods,54.964,OUT019,1985,Small,Tier 1,Grocery Store,-1048.3602778413158
1920,FDL32,15.7,Regular,0.122466933,Fruits and Vegetables,113.0544,OUT046,1997,Small,Tier 1,Supermarket Type1,1882.583181414967
1921,FDA07,7.55,Regular,0.030944625,Fruits and Vegetables,123.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2070.56736662856
1922,FDA14,16.1,Low Fat,0.065315421,Dairy,147.176,OUT045,2002,Medium,Tier 2,Supermarket Type1,2376.7550653029984
1923,FDV46,12.695633368756642,Low Fat,0.012546822,Snack Foods,139.918,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.514834085179
1924,NCO07,9.06,Low Fat,0.009774419,Others,212.856,OUT035,2004,Small,Tier 2,Supermarket Type1,3459.31283509995
1925,NCP41,16.6,Low Fat,0.016210706,Health and Hygiene,105.8596,OUT046,1997,Small,Tier 1,Supermarket Type1,1778.7269484309109
1926,FDY60,10.5,Regular,0.026478367,Baking Goods,141.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2035.2500735923463
1927,FDN38,6.615,reg,0.092492086,Canned,251.0408,OUT017,2007,Medium,Tier 2,Supermarket Type1,4069.233365518678
1928,FDO15,16.75,Regular,0.008566545,Meat,74.9038,OUT046,1997,Small,Tier 1,Supermarket Type1,1310.2947610122737
1929,FDT60,12.0,Low Fat,0.075485441,Baking Goods,122.3388,OUT013,1987,High,Tier 3,Supermarket Type1,1952.489347122284
1930,FDA55,17.2,Regular,0.056978251,Fruits and Vegetables,224.4088,OUT035,2004,Small,Tier 2,Supermarket Type1,3683.3023834831215
1931,FDE02,8.71,Low Fat,0.202948268,Canned,94.7778,OUT010,1998,Medium,Tier 3,Grocery Store,-452.41578688315076
1932,DRJ39,20.25,Low Fat,0.036382541,Dairy,221.0482,OUT049,1999,Medium,Tier 1,Supermarket Type1,3523.05658708745
1933,FDV34,10.695,Regular,0.011423298,Snack Foods,74.6038,OUT035,2004,Small,Tier 2,Supermarket Type1,1336.581013568431
1934,FDS20,12.695633368756642,LF,0.05360606,Fruits and Vegetables,184.3292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4374.210456807939
1935,FDF02,12.695633368756642,Low Fat,0.102972092,Canned,102.899,OUT027,1985,Medium,Tier 3,Supermarket Type3,3087.1102365686806
1936,FDW40,14.0,Regular,0.105740196,Frozen Foods,143.3812,OUT017,2007,Medium,Tier 2,Supermarket Type1,2331.677093555016
1937,NCB43,20.2,Low Fat,0.099912316,Household,186.8898,OUT046,1997,Small,Tier 1,Supermarket Type1,3037.894142940368
1938,FDR58,6.675,Low Fat,0.042158587,Snack Foods,90.8462,OUT017,2007,Medium,Tier 2,Supermarket Type1,1500.0479908539578
1939,DRJ59,11.65,Low Fat,0.01936859,Hard Drinks,40.0164,OUT035,2004,Small,Tier 2,Supermarket Type1,717.4450052972757
1940,NCD30,19.7,Low Fat,0.027001133,Household,98.9726,OUT017,2007,Medium,Tier 2,Supermarket Type1,1664.1639191523418
1941,FDE14,13.65,Regular,0.031623019,Canned,97.87,OUT017,2007,Medium,Tier 2,Supermarket Type1,1640.3784226025573
1942,FDC28,7.905,Low Fat,0.055210913,Frozen Foods,108.0254,OUT018,2009,Medium,Tier 3,Supermarket Type2,1462.4408245549466
1943,FDU16,19.25,Regular,0.058512492,Frozen Foods,84.2908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.108353896031
1944,NCD19,8.93,Low Fat,0.013176896,Household,55.9614,OUT035,2004,Small,Tier 2,Supermarket Type1,1016.6291551206932
1945,FDU21,11.8,Regular,0.076720455,Snack Foods,35.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,681.7749641597029
1946,FDV59,12.695633368756642,Low Fat,0.04779447,Breads,217.3166,OUT027,1985,Medium,Tier 3,Supermarket Type3,4895.756862669174
1947,FDU03,18.7,Regular,0.0,Meat,182.1292,OUT045,2002,Medium,Tier 2,Supermarket Type1,2981.1133363314743
1948,FDC33,8.96,Regular,0.0,Fruits and Vegetables,198.5768,OUT010,1998,Medium,Tier 3,Grocery Store,1310.498391410481
1949,NCR42,9.105,Low Fat,0.038474607,Household,34.89,OUT035,2004,Small,Tier 2,Supermarket Type1,675.1742227269215
1950,DRH59,10.8,Low Fat,0.058422401,Hard Drinks,75.238,OUT035,2004,Small,Tier 2,Supermarket Type1,1253.1624334519752
1951,NCM31,6.095,low fat,0.0,Others,142.5154,OUT035,2004,Small,Tier 2,Supermarket Type1,2412.0605131233033
1952,FDS50,17.0,Low Fat,0.055422895,Dairy,222.3114,OUT035,2004,Small,Tier 2,Supermarket Type1,3605.412370350889
1953,FDP39,12.65,Low Fat,0.069424963,Meat,52.4324,OUT046,1997,Small,Tier 1,Supermarket Type1,894.5333603698718
1954,FDQ55,13.65,Regular,0.013027225,Fruits and Vegetables,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,1940.2408886185844
1955,FDV36,12.695633368756642,Low Fat,0.046051414,Baking Goods,124.602,OUT019,1985,Small,Tier 1,Grocery Store,90.35860110276576
1956,FDI05,12.695633368756642,Regular,0.126255345,Frozen Foods,76.8354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2703.864114613682
1957,FDS45,12.695633368756642,Regular,0.029353119,Snack Foods,107.2622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3232.9877607280037
1958,FDA39,6.32,Low Fat,0.012743738,Meat,38.6822,OUT045,2002,Medium,Tier 2,Supermarket Type1,669.2591435708241
1959,FDC37,15.5,Low Fat,0.055023254,Baking Goods,108.2938,OUT010,1998,Medium,Tier 3,Grocery Store,-165.77357382710875
1960,FDJ60,12.695633368756642,Regular,0.062225629,Baking Goods,166.4184,OUT027,1985,Medium,Tier 3,Supermarket Type3,4132.408515686309
1961,DRQ35,9.3,Low Fat,0.042291451,Hard Drinks,122.7388,OUT046,1997,Small,Tier 1,Supermarket Type1,1983.3487022167506
1962,NCJ06,20.1,Low Fat,0.034652619,Household,119.9782,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3643882704773
1963,NCY42,6.38,Low Fat,0.015224339,Household,144.647,OUT018,2009,Medium,Tier 3,Supermarket Type2,2069.0909676231586
1964,DRM37,15.35,Low Fat,0.0,Soft Drinks,196.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3133.5609230863497
1965,FDR14,11.65,Low Fat,0.174402008,Dairy,51.9298,OUT045,2002,Medium,Tier 2,Supermarket Type1,826.1343085322815
1966,FDE51,5.925,Regular,0.096617312,Dairy,44.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,734.8080664573677
1967,FDT33,7.81,Regular,0.034182922,Snack Foods,166.6158,OUT017,2007,Medium,Tier 2,Supermarket Type1,2726.062899038537
1968,FDR08,18.7,Low Fat,0.037591645,Fruits and Vegetables,112.6886,OUT013,1987,High,Tier 3,Supermarket Type1,1844.889593388138
1969,FDE36,5.26,Regular,0.06991841,Baking Goods,162.9868,OUT010,1998,Medium,Tier 3,Grocery Store,699.0253862851264
1970,FDL22,12.695633368756642,Low Fat,0.063714498,Snack Foods,90.2488,OUT019,1985,Small,Tier 1,Grocery Store,-440.37711662818174
1971,FDR44,6.11,Regular,0.102835238,Fruits and Vegetables,131.5968,OUT013,1987,High,Tier 3,Supermarket Type1,2121.973906010631
1972,FDI56,12.695633368756642,Low Fat,0.163505748,Fruits and Vegetables,89.5146,OUT019,1985,Small,Tier 1,Grocery Store,-494.05387783499657
1973,FDE47,14.15,Low Fat,0.063451474,Starchy Foods,126.5046,OUT010,1998,Medium,Tier 3,Grocery Store,99.51950539829636
1974,FDV27,7.97,Regular,0.066935112,Meat,89.4514,OUT010,1998,Medium,Tier 3,Grocery Store,-456.6398615146202
1975,FDV10,7.645,Regular,0.066809761,Snack Foods,41.7112,OUT049,1999,Medium,Tier 1,Supermarket Type1,728.5167341836482
1976,FDC40,16.0,Regular,0.06519584,Dairy,78.3986,OUT045,2002,Medium,Tier 2,Supermarket Type1,1325.4031989494833
1977,NCX41,19.0,Low Fat,0.017704532,Health and Hygiene,210.8244,OUT013,1987,High,Tier 3,Supermarket Type1,3389.0741874748805
1978,NCQ38,12.695633368756642,Low Fat,0.013301702,Others,105.028,OUT027,1985,Medium,Tier 3,Supermarket Type3,3156.6306598203187
1979,FDV12,12.695633368756642,Regular,0.06057989,Baking Goods,100.5384,OUT027,1985,Medium,Tier 3,Supermarket Type3,3097.651551744501
1980,FDE52,10.395,Regular,0.03005585,Dairy,88.1514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1483.3514077166524
1981,FDG20,12.695633368756642,Regular,0.125079268,Fruits and Vegetables,176.9028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4287.103180835053
1982,FDV16,12.695633368756642,Regular,0.082529103,Frozen Foods,34.1558,OUT027,1985,Medium,Tier 3,Supermarket Type3,2051.360453166
1983,FDI32,17.7,Low Fat,0.175359775,Fruits and Vegetables,114.3834,OUT017,2007,Medium,Tier 2,Supermarket Type1,1833.6216926726433
1984,FDJ32,10.695,Low Fat,0.0,Fruits and Vegetables,61.7536,OUT049,1999,Medium,Tier 1,Supermarket Type1,1046.8085846721806
1985,FDN39,19.35,Regular,0.065787291,Meat,169.7816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2466.6731679007557
1986,FDY34,10.5,Regular,0.011043976,Snack Foods,167.2842,OUT017,2007,Medium,Tier 2,Supermarket Type1,2751.07091220744
1987,FDC14,14.5,Regular,0.041241272,Canned,41.2454,OUT035,2004,Small,Tier 2,Supermarket Type1,789.8902725400371
1988,FDA55,17.2,Regular,0.057311381,Fruits and Vegetables,224.8088,OUT017,2007,Medium,Tier 2,Supermarket Type1,3647.458923238574
1989,FDZ50,12.8,Regular,0.132357566,Dairy,181.9608,OUT010,1998,Medium,Tier 3,Grocery Store,985.3800779401668
1990,DRG13,17.25,Low Fat,0.037243966,Soft Drinks,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,2632.196359019163
1991,FDP01,20.75,Regular,0.06327325,Breakfast,153.1682,OUT013,1987,High,Tier 3,Supermarket Type1,2470.4797615623374
1992,NCG54,12.1,Low Fat,0.080257683,Household,172.7106,OUT017,2007,Medium,Tier 2,Supermarket Type1,2787.211529967802
1993,FDM13,6.425,Low Fat,0.063303448,Breakfast,132.0626,OUT045,2002,Medium,Tier 2,Supermarket Type1,2104.8560693362924
1994,NCO18,12.695633368756642,Low Fat,0.024531894,Household,178.7686,OUT027,1985,Medium,Tier 3,Supermarket Type3,4335.831639757334
1995,NCW41,18.0,Low Fat,0.015437518,Health and Hygiene,156.4604,OUT013,1987,High,Tier 3,Supermarket Type1,2533.7841083173116
1996,FDM52,12.695633368756642,Low Fat,0.025867549,Frozen Foods,148.1076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3836.3067302620625
1997,NCF55,6.675,Low Fat,0.021662238,Household,34.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,679.3864730911037
1998,FDT09,15.15,Regular,0.0122633,Snack Foods,131.4284,OUT046,1997,Small,Tier 1,Supermarket Type1,2216.879018374802
1999,NCM19,12.65,Low Fat,0.047228313,Others,110.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.788742444377
2000,FDW12,8.315,Regular,0.0,Baking Goods,146.9444,OUT018,2009,Medium,Tier 3,Supermarket Type2,2121.4977314142066
2001,FDP15,12.695633368756642,Low Fat,0.146972598,Meat,256.333,OUT019,1985,Small,Tier 1,Grocery Store,2112.5595150282684
2002,FDK36,7.09,Low Fat,0.007229947,Baking Goods,48.3034,OUT045,2002,Medium,Tier 2,Supermarket Type1,830.1665757734186
2003,FDZ25,15.7,Regular,0.027611824,Canned,171.779,OUT035,2004,Small,Tier 2,Supermarket Type1,2849.359615845781
2004,NCW06,16.2,Low Fat,0.050418702,Household,193.4162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3112.0238956237604
2005,FDW60,5.44,Regular,0.017061949,Baking Goods,178.437,OUT046,1997,Small,Tier 1,Supermarket Type1,2919.7240653491904
2006,DRC49,8.67,Low Fat,0.065382126,Soft Drinks,145.2128,OUT013,1987,High,Tier 3,Supermarket Type1,2288.9955716183645
2007,NCT17,10.8,Low Fat,0.041857932,Health and Hygiene,189.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,3094.552175928871
2008,NCN06,8.39,Low Fat,0.120988121,Household,164.7868,OUT018,2009,Medium,Tier 3,Supermarket Type2,2344.974201041624
2009,FDC45,17.0,Low Fat,0.135620265,Fruits and Vegetables,170.8106,OUT013,1987,High,Tier 3,Supermarket Type1,2714.334103482716
2010,DRJ47,12.695633368756642,Low Fat,0.07747657,Hard Drinks,171.408,OUT019,1985,Small,Tier 1,Grocery Store,785.3097366644461
2011,NCF06,6.235,Low Fat,0.020239317,Household,258.5962,OUT045,2002,Medium,Tier 2,Supermarket Type1,4151.695014968067
2012,FDE21,12.8,Low Fat,0.038404703,Fruits and Vegetables,117.1492,OUT010,1998,Medium,Tier 3,Grocery Store,-8.26359502989476
2013,DRG27,8.895,Low Fat,0.105023222,Dairy,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,636.9892709576025
2014,FDW40,14.0,Regular,0.105308924,Frozen Foods,141.6812,OUT049,1999,Medium,Tier 1,Supermarket Type1,2284.6850365210757
2015,NCO53,16.2,Low Fat,0.175184487,Health and Hygiene,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.7305237286805
2016,FDE23,17.6,Regular,0.053263687,Starchy Foods,44.606,OUT049,1999,Medium,Tier 1,Supermarket Type1,765.9473725370472
2017,FDQ16,19.7,Low Fat,0.041738399,Frozen Foods,108.6912,OUT046,1997,Small,Tier 1,Supermarket Type1,1815.220556589692
2018,FDS26,20.35,Low Fat,0.089650666,Dairy,259.8594,OUT045,2002,Medium,Tier 2,Supermarket Type1,4145.248182291267
2019,FDZ13,7.84,Regular,0.256919126,Canned,48.035,OUT010,1998,Medium,Tier 3,Grocery Store,-1181.4611999148822
2020,FDS14,7.285,Low Fat,0.050041563,Dairy,156.3288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2490.7547752821374
2021,FDC10,9.8,Regular,0.073025471,Snack Foods,119.0098,OUT045,2002,Medium,Tier 2,Supermarket Type1,1965.1437688265391
2022,FDY16,18.35,Regular,0.0,Frozen Foods,185.0266,OUT049,1999,Medium,Tier 1,Supermarket Type1,3017.8132929817307
2023,FDJ20,20.7,Regular,0.100155997,Fruits and Vegetables,125.7388,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.6942905859537
2024,FDV43,16.0,Low Fat,0.076841095,Fruits and Vegetables,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,785.6981143463213
2025,FDZ32,12.695633368756642,Regular,0.037948091,Fruits and Vegetables,105.9964,OUT027,1985,Medium,Tier 3,Supermarket Type3,3209.118185177916
2026,FDR23,15.85,Low Fat,0.081787519,Breads,174.937,OUT046,1997,Small,Tier 1,Supermarket Type1,2813.61585395687
2027,FDN24,14.1,Low Fat,0.113246012,Baking Goods,52.7956,OUT035,2004,Small,Tier 2,Supermarket Type1,910.958334797147
2028,FDE34,12.695633368756642,Low Fat,0.107368929,Snack Foods,183.0634,OUT027,1985,Medium,Tier 3,Supermarket Type3,4361.957727978786
2029,FDU31,10.5,Regular,0.024970259,Fruits and Vegetables,218.1508,OUT013,1987,High,Tier 3,Supermarket Type1,3522.8054313556527
2030,FDW33,9.395,Low Fat,0.099524363,Snack Foods,107.328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1445.9567960152335
2031,FDU26,16.7,Regular,0.042618956,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,1970.2907028982963
2032,FDE20,12.695633368756642,Regular,0.005503734,Fruits and Vegetables,169.779,OUT027,1985,Medium,Tier 3,Supermarket Type3,4225.1755059150455
2033,NCW05,20.25,Low Fat,0.148044603,Health and Hygiene,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,1752.6616718689766
2034,FDB22,8.02,Low Fat,0.0,Snack Foods,151.7998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2184.110373447176
2035,FDO56,10.195,Regular,0.044982556,Fruits and Vegetables,116.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1954.2820934385077
2036,FDA19,12.695633368756642,Low Fat,0.054860542,Fruits and Vegetables,129.7994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3546.3943941459024
2037,DRI39,13.8,Low Fat,0.097258937,Dairy,55.993,OUT045,2002,Medium,Tier 2,Supermarket Type1,912.2816285942008
2038,FDH52,9.42,Regular,0.044081944,Frozen Foods,60.1194,OUT018,2009,Medium,Tier 3,Supermarket Type2,746.6285571834555
2039,FDZ50,12.8,Regular,0.079061378,Dairy,182.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,2997.7059961704003
2040,NCN42,20.25,Low Fat,0.014219927,Household,147.4418,OUT035,2004,Small,Tier 2,Supermarket Type1,2474.286331312968
2041,FDB53,13.35,Low Fat,0.139336364,Frozen Foods,148.5392,OUT013,1987,High,Tier 3,Supermarket Type1,2346.2233672941397
2042,DRG11,6.385,Low Fat,0.084312514,Hard Drinks,109.1596,OUT017,2007,Medium,Tier 2,Supermarket Type1,1725.5775646466268
2043,DRK11,12.695633368756642,low fat,0.010712295,Hard Drinks,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3881.448317109029
2044,FDQ60,6.195,Regular,0.109993108,Baking Goods,122.3098,OUT017,2007,Medium,Tier 2,Supermarket Type1,1978.491445800158
2045,FDT36,12.3,Low Fat,0.111904005,Baking Goods,33.9874,OUT017,2007,Medium,Tier 2,Supermarket Type1,570.6925841803322
2046,DRG25,10.5,Low Fat,0.019127291,Soft Drinks,185.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,2671.1672798409622
2047,DRJ23,18.35,Low Fat,0.041668881,Hard Drinks,190.4872,OUT046,1997,Small,Tier 1,Supermarket Type1,3064.636239469463
2048,FDG05,11.0,Regular,0.08783053,Frozen Foods,158.263,OUT035,2004,Small,Tier 2,Supermarket Type1,2609.6867242142166
2049,NCK06,5.03,Low Fat,0.008681751,Household,121.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,1700.5064852860587
2050,FDU52,7.56,Low Fat,0.064131575,Frozen Foods,154.563,OUT017,2007,Medium,Tier 2,Supermarket Type1,2483.5340986500833
2051,FDW07,18.0,Regular,0.1432701,Fruits and Vegetables,88.0514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1169.47936812036
2052,NCM17,7.93,Low Fat,0.071280135,Health and Hygiene,44.8086,OUT045,2002,Medium,Tier 2,Supermarket Type1,759.0626774383736
2053,FDA22,7.435,Low Fat,0.084623634,Starchy Foods,168.6158,OUT045,2002,Medium,Tier 2,Supermarket Type1,2674.3829412983
2054,NCA41,16.75,Low Fat,0.032719454,Health and Hygiene,194.2162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2845.2574115131097
2055,FDF38,11.8,Regular,0.026353021,Canned,41.6138,OUT035,2004,Small,Tier 2,Supermarket Type1,797.0729185231226
2056,FDH52,9.42,Regular,0.043903102,Frozen Foods,62.1194,OUT046,1997,Small,Tier 1,Supermarket Type1,1093.6813386385156
2057,FDY58,12.695633368756642,low fat,0.069892283,Snack Foods,226.3694,OUT019,1985,Small,Tier 1,Grocery Store,1755.9887429295545
2058,FDZ16,16.85,Regular,0.160180036,Frozen Foods,195.5478,OUT045,2002,Medium,Tier 2,Supermarket Type1,3133.912589205975
2059,NCM18,13.0,Low Fat,0.083310458,Household,61.7194,OUT017,2007,Medium,Tier 2,Supermarket Type1,1043.0816259757921
2060,FDA22,7.435,Low Fat,0.084796386,Starchy Foods,166.7158,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.441959775173
2061,NCJ43,6.635,Low Fat,0.027064283,Household,176.3396,OUT035,2004,Small,Tier 2,Supermarket Type1,2898.7075506679926
2062,FDI34,12.695633368756642,Regular,0.084723678,Snack Foods,230.6668,OUT027,1985,Medium,Tier 3,Supermarket Type3,5149.385382343871
2063,FDG56,13.3,Regular,0.071452562,Fruits and Vegetables,61.0536,OUT046,1997,Small,Tier 1,Supermarket Type1,1082.326443988531
2064,FDS34,19.35,Regular,0.076759076,Snack Foods,115.6518,OUT046,1997,Small,Tier 1,Supermarket Type1,1949.452073710694
2065,DRC01,5.92,Regular,0.019196373,Soft Drinks,50.3692,OUT035,2004,Small,Tier 2,Supermarket Type1,906.0147553308707
2066,FDQ04,6.4,Low Fat,0.08473758,Frozen Foods,39.3796,OUT035,2004,Small,Tier 2,Supermarket Type1,704.4692497189735
2067,FDK04,7.36,Low Fat,0.052302143,Frozen Foods,57.9588,OUT035,2004,Small,Tier 2,Supermarket Type1,1011.7744446234192
2068,FDT51,11.65,Regular,0.010935766,Meat,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1810.64157124933
2069,FDV26,20.25,Regular,0.076591246,Dairy,196.3794,OUT017,2007,Medium,Tier 2,Supermarket Type1,3182.57119626369
2070,FDS04,10.195,reg,0.14689096,Frozen Foods,141.2838,OUT049,1999,Medium,Tier 1,Supermarket Type1,2313.744331345506
2071,FDW43,20.1,Regular,0.022516587,Fruits and Vegetables,228.2036,OUT018,2009,Medium,Tier 3,Supermarket Type2,3426.5658853484924
2072,FDQ28,14.0,Regular,0.101142513,Frozen Foods,154.0656,OUT010,1998,Medium,Tier 3,Grocery Store,567.6423495594986
2073,NCK06,5.03,Low Fat,0.008695437,Household,121.1756,OUT017,2007,Medium,Tier 2,Supermarket Type1,1994.506869698815
2074,FDS23,4.635,Low Fat,0.141463034,Breads,130.0994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1748.2863441307322
2075,FDZ36,12.695633368756642,Regular,0.115178912,Baking Goods,187.824,OUT019,1985,Small,Tier 1,Grocery Store,1084.862434586888
2076,FDE56,17.25,Regular,0.159843921,Fruits and Vegetables,62.2194,OUT018,2009,Medium,Tier 3,Supermarket Type2,755.1946451951112
2077,FDW10,12.695633368756642,Low Fat,0.0,Snack Foods,175.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,4280.735723112379
2078,NCN14,19.1,Low Fat,0.092104198,Others,185.6608,OUT045,2002,Medium,Tier 2,Supermarket Type1,2973.428150584806
2079,NCQ18,15.75,Low Fat,0.135346732,Household,98.37,OUT045,2002,Medium,Tier 2,Supermarket Type1,1602.2764992589482
2080,FDW08,12.1,Low Fat,0.0,Fruits and Vegetables,106.528,OUT017,2007,Medium,Tier 2,Supermarket Type1,1773.5052186408789
2081,FDU43,19.35,Regular,0.058032403,Fruits and Vegetables,236.5564,OUT035,2004,Small,Tier 2,Supermarket Type1,3877.639162485078
2082,FDR33,7.31,Low Fat,0.044839188,Snack Foods,108.257,OUT010,1998,Medium,Tier 3,Grocery Store,-160.17487095253
2083,FDM24,6.135,Regular,0.132777749,Baking Goods,150.7366,OUT010,1998,Medium,Tier 3,Grocery Store,481.7505704970488
2084,NCZ05,8.485,Low Fat,0.058132207,Health and Hygiene,102.899,OUT046,1997,Small,Tier 1,Supermarket Type1,1700.1119446514435
2085,NCV41,14.35,Low Fat,0.017035555,Health and Hygiene,112.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,1899.5301865112397
2086,FDV11,9.1,Regular,0.082000475,Breads,173.9054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2499.4366657463825
